state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price,arrival_qty,price_unit,arrival_unit
Madhya Pradesh,Ashoknagar,Ashoknagar APMC,Paddy(Common),Dhan,FAQ,2026-01-27,2350.0,3875.0,3700.0,325.279,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Ashoknagar,Ashoknagar APMC,Paddy(Common),Paddy,FAQ,2026-01-27,3350.0,3350.0,3350.0,5.995000000000001,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Ashoknagar,Ashoknagar APMC,Soyabean,Soyabeen,FAQ,2026-01-27,4705.0,5580.0,5400.0,120.054,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Ashoknagar,Ashoknagar APMC,Wheat,Wheat,FAQ,2026-01-27,2400.0,3240.0,3240.0,163.044,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Ashoknagar,Ashoknagar APMC,buttery,Buttery,FAQ,2026-01-27,2665.0,3550.0,3550.0,1.6850000000000003,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Sehore,Ashta APMC,Bengal Gram(Gram)(Whole),Chana Kabuli,FAQ,2026-01-27,3935.0,5671.0,5671.0,1.25,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Sehore,Ashta APMC,Bengal Gram(Gram)(Whole),Gram,FAQ,2026-01-27,3800.0,7140.0,7140.0,3.226,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Sehore,Ashta APMC,Black Gram(Urd Beans)(Whole),Urda/Urd,FAQ,2026-01-27,4570.0,4570.0,4570.0,6.368,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Sehore,Ashta APMC,Kabuli Chana(Chickpeas-White),Dollar Gram,FAQ,2026-01-27,7701.0,7701.0,7701.0,0.20099999999999998,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Sehore,Ashta APMC,Lentil(Masur)(Whole),Masur Dal,FAQ,2026-01-27,5290.0,5700.0,5700.0,0.34,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Sehore,Ashta APMC,Maize,Local,FAQ,2026-01-27,1350.0,1581.0,1500.0,49.71600000000001,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Sehore,Ashta APMC,Mustard,Mustard,FAQ,2026-01-27,5030.0,5030.0,5030.0,0.22999999999999998,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Sehore,Ashta APMC,Red gram/Arhar/Tur(whole),Arhar Dal(Tur),FAQ,2026-01-27,4500.0,7800.0,7800.0,0.305,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Sehore,Ashta APMC,Soyabean,Soyabeen,FAQ,2026-01-27,3590.0,7100.0,5970.0,69.526,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Sehore,Ashta APMC,Soyabean,Soyabeen,Non-FAQ,2026-01-27,3180.0,3290.0,3290.0,0.844,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Sehore,Ashta APMC,Wheat,Wheat,FAQ,2026-01-27,2366.0,3328.0,2626.0,83.638,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Chhatarpur,Badamalhera APMC,Maize,Local,Non-FAQ,2026-01-27,1500.0,1550.0,1550.0,74.60000000000001,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Chhatarpur,Badamalhera APMC,Mustard,Mustard,Non-FAQ,2026-01-27,5800.0,6200.0,6200.0,19.19,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Chhatarpur,Badamalhera APMC,Soyabean,Soyabeen,FAQ,2026-01-27,4760.0,5410.0,4800.0,82.73700000000001,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Chhatarpur,Badamalhera APMC,Soyabean,Soyabeen,Non-FAQ,2026-01-27,4875.0,4950.0,4950.0,6.305,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Chhatarpur,Badamalhera APMC,Wheat,Mill Quality,Non-FAQ,2026-01-27,2400.0,2600.0,2550.0,458.8430000000001,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Shivpuri,Badarwas APMC,Maize,Local,Non-FAQ,2026-01-27,1300.0,1680.0,1495.0,508.675,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Shivpuri,Badarwas APMC,Maize,Local,FAQ,2026-01-27,1200.0,1620.0,1540.0,145.98,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Shivpuri,Badarwas APMC,Mustard,Mustard,Non-FAQ,2026-01-27,5100.0,6005.0,6005.0,3.955,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Ujjain,Badnagar APMC,Bengal Gram(Gram)(Whole),Gram,FAQ,2026-01-27,4800.0,5900.0,5900.0,0.197,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Ujjain,Badnagar APMC,Green Peas,Pea,FAQ,2026-01-27,1780.0,5550.0,3200.0,69.92200000000001,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Ujjain,Badnagar APMC,Kabuli Chana(Chickpeas-White),Dollar Gram,FAQ,2026-01-27,3780.0,8770.0,8551.0,16.605,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Ujjain,Badnagar APMC,Soyabean,Yellow,FAQ,2026-01-27,2300.0,6875.0,5600.0,489.433,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Ujjain,Badnagar APMC,Wheat,Lokwan,FAQ,2026-01-27,2412.0,2650.0,2650.0,32.349000000000004,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Ujjain,Badnagar APMC,Wheat,Wheat,FAQ,2026-01-27,2299.0,2691.0,2561.0,79.653,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Dhar,Badnawar APMC,Bengal Gram(Gram)(Whole),Gram,FAQ,2026-01-27,4605.0,4605.0,4605.0,0.082,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Dhar,Badnawar APMC,Bengal Gram(Gram)(Whole),Desi (F.A.Q. Split),FAQ,2026-01-27,4950.0,4950.0,4950.0,0.1,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Dhar,Badnawar APMC,Cotton,Without Ginned Cotton,FAQ,2026-01-27,6500.0,7725.0,7400.0,37.807,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Dhar,Badnawar APMC,Garlic,Garlic,FAQ,2026-01-27,3500.0,8000.0,4000.0,9.451,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Dhar,Badnawar APMC,Green Peas,Pea,FAQ,2026-01-27,1900.0,4735.0,4735.0,2.6620000000000004,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Dhar,Badnawar APMC,Kabuli Chana(Chickpeas-White),Dollar Gram,FAQ,2026-01-27,4105.0,8000.0,8000.0,2.895,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Dhar,Badnawar APMC,Maize,Local,FAQ,2026-01-27,1565.0,1700.0,1700.0,7.011,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Dhar,Badnawar APMC,Soyabean,Soyabeen,FAQ,2026-01-27,4300.0,5600.0,5600.0,10.15,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Dhar,Badnawar APMC,Soyabean,Yellow,FAQ,2026-01-27,2980.0,6550.0,5575.0,290.548,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Dhar,Badnawar APMC,Wheat,Wheat,Non-FAQ,2026-01-27,2180.0,2180.0,2180.0,2.195,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Dhar,Badnawar APMC,Wheat,Wheat,FAQ,2026-01-27,2300.0,2800.0,2650.0,87.19,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Dhar,Badnawar(F&V) APMC,Garlic,Garlic,Local,2026-01-27,4000.0,4000.0,4000.0,9.5,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Dhar,Badnawar(F&V) APMC,Onion,Onion,Local,2026-01-27,380.0,380.0,380.0,0.1,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Dhar,Badnawar(F&V) APMC,Peas Wet,Peas Wet,Local,2026-01-27,1300.0,1300.0,1300.0,70.0,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Shajapur,Badod APMC,Wheat,Wheat,Non-FAQ,2026-01-27,2465.0,2560.0,2560.0,10.248000000000001,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Khargone,Badwaha APMC,Bengal Gram(Gram)(Whole),Gram,FAQ,2026-01-27,5205.0,5205.0,5205.0,0.292,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Khargone,Badwaha APMC,Cotton,Without Ginned Cotton,FAQ,2026-01-27,6500.0,7700.0,7390.0,8.433,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Khargone,Badwaha APMC,Cotton,Without Ginned Cotton,Non-FAQ,2026-01-27,5200.0,5200.0,5200.0,0.15100000000000002,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Khargone,Badwaha APMC,Kabuli Chana(Chickpeas-White),Dollar Gram,FAQ,2026-01-27,6570.0,8305.0,8305.0,0.77,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Khargone,Badwaha APMC,Maize,Local,FAQ,2026-01-27,1170.0,1550.0,1535.0,32.631,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Khargone,Badwaha APMC,Maize,Maize/Corn-Organic,FAQ,2026-01-27,1600.0,1600.0,1600.0,10.520000000000001,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Khargone,Badwaha APMC,Red gram/Arhar/Tur(whole),Arhar Dal(Tur),FAQ,2026-01-27,6200.0,7075.0,7075.0,1.37,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Khargone,Badwaha APMC,Rose(Loose)),Rose(Loose),FAQ,2026-01-27,6500.0,6500.0,6500.0,4.513000000000001,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Khargone,Badwaha APMC,Soyabean,Soyabeen,FAQ,2026-01-27,4805.0,5365.0,5365.0,1.6190000000000002,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Khargone,Badwaha APMC,Wheat,Wheat,FAQ,2026-01-27,2161.0,2580.0,2545.0,16.762,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Badwani,Badwani APMC,Maize,Yellow,FAQ,2026-01-27,1500.0,1575.0,1500.0,57.785000000000004,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Badwani,Badwani APMC,Wheat,Wheat,FAQ,2026-01-27,2550.0,2550.0,2550.0,5.785,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Dewas,Bagli APMC,Maize,Yellow,Non-FAQ,2026-01-27,1260.0,1647.0,1588.0,92.21100000000001,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Dewas,Bagli APMC,Red gram/Arhar/Tur(whole),Arhar Dal(Tur),Non-FAQ,2026-01-27,5000.0,7399.0,7399.0,11.350000000000001,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Dewas,Bagli APMC,Wheat,Mill Quality,Non-FAQ,2026-01-27,2440.0,2651.0,2651.0,1.1800000000000002,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Rewa,Baikunthpur APMC,Kodo Millet(Varagu),Kondo,FAQ,2026-01-27,2250.0,2250.0,2250.0,8.0,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Rewa,Baikunthpur APMC,Lak(Teora),Tiwada,FAQ,2026-01-27,3150.0,3320.0,3320.0,19.1,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Rewa,Baikunthpur APMC,Lentil(Masur)(Whole),Masur Dal,FAQ,2026-01-27,5510.0,5510.0,5510.0,1.7000000000000002,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Rewa,Baikunthpur APMC,Mustard,Mustard,Non-FAQ,2026-01-27,5900.0,5900.0,5900.0,3.3700000000000006,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Rewa,Baikunthpur APMC,Wheat,Mill Quality,FAQ,2026-01-27,2400.0,2445.0,2445.0,29.360000000000003,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Rewa,Baikunthpur APMC,Wheat,Mill Quality,Non-FAQ,2026-01-27,2470.0,2485.0,2485.0,20.0,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Sehore,Baktara APMC,Paddy(Common),Basmati,FAQ,2026-01-27,3701.0,4100.0,3751.0,1098.21,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Sehore,Baktara APMC,Paddy(Common),Basmati,Non-FAQ,2026-01-27,3851.0,4001.0,3901.0,110.155,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Balaghat,Balaghat APMC,Paddy(Common),Dhan,FAQ,2026-01-27,1825.0,1825.0,1825.0,6.540000000000001,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Balaghat,Balaghat APMC,Wheat,Wheat-Organic,FAQ,2026-01-27,2250.0,2250.0,2250.0,1.0,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Sagar,Bamora APMC,Bengal Gram(Gram)(Whole),Desi (F.A.Q. Split),FAQ,2026-01-27,5151.0,5300.0,5300.0,1.1900000000000002,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Sagar,Bamora APMC,Maize,Local,FAQ,2026-01-27,1250.0,1525.0,1525.0,5.926,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Sagar,Bamora APMC,Paddy(Common),Dhan,FAQ,2026-01-27,1480.0,3000.0,3000.0,0.9050000000000001,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Sagar,Bamora APMC,Soyabean,Yellow,FAQ,2026-01-27,3700.0,5502.0,5502.0,1.2320000000000002,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Sagar,Bamora APMC,Wheat,Mill Quality,FAQ,2026-01-27,2276.0,2615.0,2470.0,11.901000000000002,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Hoshangabad,Banapura APMC,Bengal Gram(Gram)(Whole),Desi (F.A.Q. Split),FAQ,2026-01-27,4445.0,5335.0,5335.0,0.795,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Hoshangabad,Banapura APMC,Green Gram(Moong)(Whole),Green (Whole),FAQ,2026-01-27,1717.0,7412.0,7412.0,2.765,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Hoshangabad,Banapura APMC,Maize,Local,FAQ,2026-01-27,1530.0,1550.0,1530.0,13.844999999999999,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Hoshangabad,Banapura APMC,Maize,Yellow,Non-FAQ,2026-01-27,1170.0,1210.0,1210.0,50.1,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Hoshangabad,Banapura APMC,Maize,Yellow,FAQ,2026-01-27,1042.0,1640.0,1550.0,1648.46,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Hoshangabad,Banapura APMC,Soyabean,Yellow,FAQ,2026-01-27,4560.0,5580.0,5580.0,8.045,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Hoshangabad,Banapura APMC,Wheat,Local,FAQ,2026-01-27,2381.0,2516.0,2470.0,199.42000000000002,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Sagar,Banda APMC,Lak(Teora),Tiwada,FAQ,2026-01-27,3355.0,3355.0,3355.0,0.4,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Sagar,Banda APMC,Maize,Local,FAQ,2026-01-27,1475.0,1570.0,1530.0,318.264,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Sagar,Banda APMC,Maize,Local,Non-FAQ,2026-01-27,1500.0,1560.0,1560.0,109.2,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Sagar,Banda APMC,Soyabean,Soyabeen,FAQ,2026-01-27,5150.0,5360.0,5360.0,0.6000000000000001,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Sagar,Banda APMC,Wheat,Wheat,Non-FAQ,2026-01-27,2450.0,2460.0,2460.0,24.35,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Sagar,Banda APMC,Wheat,Wheat,FAQ,2026-01-27,2400.0,2420.0,2400.0,3.5780000000000003,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Hoshangabad,Bankhedi APMC,Bengal Gram(Gram)(Whole),Gram,FAQ,2026-01-27,4601.0,5301.0,5301.0,0.31000000000000005,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Hoshangabad,Bankhedi APMC,Paddy(Common),Kranti,FAQ,2026-01-27,1200.0,2040.0,2040.0,2.415,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Hoshangabad,Bankhedi APMC,Paddy(Common),Puspa (MR 301),FAQ,2026-01-27,3001.0,4000.0,3800.0,123.825,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Hoshangabad,Bankhedi APMC,Wheat,Wheat,FAQ,2026-01-27,2426.0,2430.0,2430.0,1.4000000000000001,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Hoshangabad,Bankhedi APMC,Wheat,Mill Quality,FAQ,2026-01-27,2350.0,2350.0,2350.0,0.405,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Shivpuri,Barad APMC,Groundnut,Big (With Shell),FAQ,2026-01-27,6810.0,7560.0,7550.0,2.737,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Shivpuri,Barad APMC,Mustard,Mustard,FAQ,2026-01-27,5000.0,6900.0,6400.0,211.604,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Shivpuri,Barad APMC,Soyabean,Soyabeen,FAQ,2026-01-27,4950.0,5680.0,5631.0,70.11200000000001,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Shivpuri,Barad APMC,Tomato,Tomato,Non-FAQ,2026-01-27,300.0,600.0,300.0,55.75,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Shivpuri,Barad APMC,Wheat,Wheat,FAQ,2026-01-27,2525.0,2525.0,2525.0,0.7230000000000001,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Raisen,Bareli APMC,Bengal Gram(Gram)(Whole),Gram,FAQ,2026-01-27,4630.0,5621.0,5621.0,7.03,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Raisen,Bareli APMC,Lak(Teora),Tiwada,FAQ,2026-01-27,3300.0,3400.0,3300.0,17.0,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Raisen,Bareli APMC,Paddy(Common),Paddy,FAQ,2026-01-27,2800.0,4000.0,3775.0,1287.2530000000002,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Raisen,Bareli APMC,Paddy(Common),Paddy,Non-FAQ,2026-01-27,3250.0,3250.0,3250.0,11.0,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Raisen,Bareli APMC,Paddy(Common),Basmati,FAQ,2026-01-27,3400.0,4001.0,3800.0,797.315,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Raisen,Bareli APMC,Paddy(Common),Dhan,FAQ,2026-01-27,3500.0,3920.0,3920.0,207.29000000000002,Rs./Quintal,Metric Tonnes
Madhya Pradesh,Raisen,Bareli APMC,Paddy(Common),Puspa (MR 301),FAQ,2026-01-27,3711.0,3950.0,3851.0,230.53000000000003,Rs./Quintal,Metric Tonnes
